id,hsk_level,word,pinyin,pos_zh,pos_en,pos_th,trans_en,trans_th,example_zh,example_th,example_en
374,2,机票,jīpiào,名,n.,คำนาม,air ticket; passenger ticket,ตั๋วเครื่องบิน,我买了一张机票。,ฉันซื้อตั๋วเครื่องบินหนึ่งใบ,I bought one plane ticket.
375,2(7-9),就,jiù,副、（介）,adv.,คำวิเศษณ์ / (คำบุพบท),then; right away,ก็ / แล้ว,我就知道你会来。| 他就住在这里。,ฉันรู้อยู่แล้วว่าคุณจะมา | เขาอยู่ที่นี่นั่นเอง,I knew you would come. | He lives right here.
376,2,酒店,jiǔdiàn,名,n.,คำนาม,hotel,โรงแรม,我住在这家酒店。,ฉันพักอยู่ที่โรงแรมนี้,I am staying at this hotel.
377,2,咖啡,kāfēi,名,n.,คำนาม,coffee,กาแฟ,我每天喝一杯咖啡。,ฉันดื่มกาแฟหนึ่งแก้วทุกวัน,I drink one cup of coffee every day.
378,2,开始,kāishǐ,动、名,v.,กริยา / คำนาม,to start; to begin,เริ่ม / เริ่มต้น,电影开始了。| 我们开始上课吧。,หนังเริ่มแล้ว | เราเริ่มเรียนกันเถอะ,The movie has started. | Let's start class.
379,2,开学,kāixué,动,v.,กริยา,foundation of a University or College; school opening,โรงเรียนเปิดเทอม,下周开学了。,สัปดาห์หน้าโรงเรียนเปิดเทอม,School starts next week.
380,2,考,kǎo,动,v.,กริยา,to take an exam,สอบ,明天我要考试。,พรุ่งนี้ฉันจะสอบ,I have an exam tomorrow.
381,2,考试,kǎoshì,动、名,v./n.,กริยา / คำนาม,to take a test; exam,สอบ / การสอบ,这次考试很难。| 我通过了考试。,การสอบครั้งนี้ยากมาก | ฉันผ่านการสอบแล้ว,This exam is very difficult. | I passed the exam.
382,2,可能,kěnéng,形、名、动,n. / v. / adj.,คำคุณศัพท์ / คำนาม / กริยา,might; possible,เป็นไปได้,他可能来，也可能不来。,เขาอาจจะมาหรืออาจจะไม่มาก็ได้,"He might come, or he might not."
383,2,快,kuài,形、副,adj. / adv.,คำคุณศัพท์ / คำวิเศษณ์,rapid; quick,เร็ว,请快一点！| 他跑得很快。,กรุณารีบหน่อย! | เขาวิ่งเร็วมาก,Please hurry up! | He runs very fast.
384,2,快乐,kuàilè,形,adj.,คำคุณศัพท์,happy; merry,ความสุข,祝你生日快乐！,ขอให้มีความสุขในวันเกิด!,Happy birthday to you!
385,2,快要,kuàiyào,副,adv.,คำวิเศษณ์,almost; nearly,เร็วๆ นี้,电影快要开始了。,หนังกำลังจะเริ่มแล้ว,The movie is about to start.
386,2,裤子,kùzi,名,n.,คำนาม,trousers; pants,กางเกง,他穿了一条蓝色的裤子。,เขาใส่กางเกงสีน้ำเงิน,He wore a pair of blue pants.
387,2,篮球,lánqiú,名,n.,คำนาม,basketball,บาสเกตบอล,我喜欢打篮球。,ฉันชอบเล่นบาสเกตบอล,I like playing basketball.
388,2,累,lèi,形、动,v. / adj.,คำคุณศัพท์ / กริยา,tired; exhausted,เหนื่อย / อ่อนล้า,我今天很累。,วันนี้ฉันเหนื่อยมาก,I am very tired today.
389,2,离,lí,动,v.,กริยา,to leave; away from; from,ออกจาก / ห่างจาก,学校离这里很近。,โรงเรียนอยู่ใกล้ที่นี่มาก,The school is very close to here.
390,2,里面,lǐmiàn,名,n.,คำนาม,inside; interior,ใน,书在包里面。,หนังสืออยู่ในกระเป๋า,The book is inside the bag.
391,2,楼,lóu,名,n.,คำนาม,house with more than 1 story; storied building,อาคาร,我住在三楼。,ฉันอาศัยอยู่ชั้นสาม,I live on the third floor.
392,2,路,lù,名,n.,คำนาม,road,ถนน,这条路很长。,ถนนสายนี้ยาวมาก,This road is very long.
393,2,绿茶,lǜchá,名,n.,คำนาม,green tea,ชาเขียว,我喜欢喝绿茶。,ฉันชอบดื่มชาเขียว,I like drinking green tea.
394,2(4),绿色,lǜsè,名、（形）,n. / adj.,คำนาม / (คำคุณศัพท์),green,สีเขียว,我喜欢绿色。,ฉันชอบสีเขียว,I like green.
395,2,路上,lùshang,名,n.,คำนาม,on the road; on a journey,บนท้องถนน,路上小心！,ระวังตัวบนถนนด้วยนะ!,Be careful on the road!
396,2,旅游,lǚyóu,动,v.,กริยา,trip; journey,การท่องเที่ยว,我喜欢旅游。,ฉันชอบท่องเที่ยว,I like traveling.
397,2,慢,màn,形,adj.,คำคุณศัพท์,slow,ช้า,请说慢一点。,กรุณาพูดช้าลงหน่อย,Please speak more slowly.
398,2(4),每,měi,代、（副）,adv. / pron.,คำสรรพนาม / (คำวิเศษณ์),each; every,ทั้งหมด,我每天学习。,ฉันเรียนทุกวัน,I study every day.
399,2,没意思,méi yìsi,-,-,-,boring; of no interest,มันไร้ความหมาย,这部电影没意思。,หนังเรื่องนี้ไม่น่าสนใจ,This movie is boring.
400,2,门,mén,名,n.,คำนาม,gate; door,ประตู,请关门。,กรุณาปิดประตู,Please close the door.
401,2,门口,ménkǒu,名,n.,คำนาม,doorway; gate,ประตู,我在门口等你。,ฉันรอคุณอยู่ที่ประตู,I am waiting for you at the entrance.
402,2,门票,ménpiào,名,n.,คำนาม,ticket,ตั๋ว,这个博物馆的门票多少钱？,ตั๋วเข้าพิพิธภัณฑ์นี้ราคาเท่าไหร่?,How much is the ticket for this museum?
403,2(5),面1,miàn,后缀、（动、名、量）,suff./v./n./meas.,คำต่อท้าย / คำนาม / 量） / (กริยา),face; side; surface; noodles,หน้า / ด้าน / เส้นก๋วยเตี๋ยว,他的面前有很多困难。| 这碗面很好吃。,ข้างหน้าเขามีอุปสรรคมากมาย | บะหมี่ชามนี้อร่อยมาก,There are many difficulties ahead of him. | This bowl of noodles is very delicious.
404,2,名,míng,名、量,n. / meas.,คำนาม / ลักษณนาม,name; noun,ชื่อ,他是班里第一名。| 我们班有三十名学生。,เขาได้อันดับหนึ่งในชั้น | ชั้นเรียนของเรามีนักเรียนสามสิบคน,He is first in the class. | Our class has thirty students.
405,2,拿,ná,动,v.,กริยา,to hold; to seize,เอา,请把书拿给我。,กรุณาเอาหนังสือมาให้ฉัน,Please bring the book to me.
406,2,奶茶,nǎichá,名,n.,คำนาม,milk tea,ชานม,我想喝一杯奶茶。,ฉันอยากดื่มชานมหนึ่งแก้ว,I want to drink a cup of milk tea.
407,2,奶奶,nǎinai,名,n.,คำนาม,grandma; mistress of the house,คุณย่า (แม่ของพ่อ),我奶奶今年七十岁。,คุณย่าของฉันอายุเจ็ดสิบปีปีนี้,My grandmother is seventy years old this year.
408,2,那么,nàme,代、连,pron. / conj.,คำสรรพนาม / คำสันธาน,like that; in that way,ดังนั้น,既然这样，那么我们走吧。,เมื่อเป็นเช่นนั้น งั้นเราไปกันเถอะ,"Since that's the case, then let's go."
409,2,男孩儿,nánháir,名,n.,คำนาม,erhua variant of 男孩,เด็กผู้ชาย,那个男孩儿很聪明。,เด็กผู้ชายคนนั้นฉลาดมาก,That boy is very smart.
410,2,那样,nàyàng,代,pron.,คำสรรพนาม,that kind; that sort,ที่,不要那样做。,อย่าทำแบบนั้น,Don't do it that way.
411,2,鸟,niǎo,名,n.,คำนาม,bird,นก,树上有一只鸟。,บนต้นไม้มีนกหนึ่งตัว,There is a bird in the tree.
412,2,女孩儿,nǚháir,名,n.,คำนาม,erhua variant of 女孩,สาว,那个女孩儿很可爱。,เด็กผู้หญิงคนนั้นน่ารักมาก,That girl is very cute.
413,2,旁边,pángbiān,名,n.,คำนาม,lateral; side,ข้าง,学校旁边有一家超市。,ข้างๆ โรงเรียนมีซูเปอร์มาร์เก็ต,There is a supermarket next to the school.
414,2,跑,pǎo,动,v.,กริยา,to paw,วิ่ง,他跑得很快。,เขาวิ่งเร็วมาก,He runs very fast.
415,2,跑步,pǎobù,动,v.,กริยา,to run; to jog,วิ่ง,我每天早上跑步。,ฉันวิ่งทุกเช้า,I run every morning.
416,2,票,piào,名,n.,คำนาม,ticket; ballot,ตั๋ว,我买了两张票。,ฉันซื้อตั๋วสองใบ,I bought two tickets.
417,2,前面,qiánmiàn,名,n.,คำนาม,ahead; in front,ด้านหน้า,学校在前面。,โรงเรียนอยู่ด้านหน้า,The school is ahead.
418,2,起来,qǐlái,动,v.,กริยา,to stand up; to get up,ลุกขึ้นยืน,请起来回答问题。,กรุณายืนขึ้นตอบคำถาม,Please stand up and answer the question.
419,2,晴,qíng,形,adj.,คำคุณศัพท์,clear; fine,ท้องฟ้าแจ่มใส / อากาศดี,今天天气晴，很好。,วันนี้ท้องฟ้าแจ่มใส ดีมาก,"The weather is clear today, very nice."
420,2,球,qiú,名,n.,คำนาม,ball; sphere,ลูกบอล,孩子们在踢球。,เด็กๆ กำลังเตะบอล,The children are kicking a ball.
421,2,妻子,qīzi,名,n.,คำนาม,wife and children,ภรรยา,他的妻子是医生。,ภรรยาของเขาเป็นหมอ,His wife is a doctor.
422,2(4),让,ràng,动、（介）,v. / prep.,กริยา / (คำบุพบท),to yield; to permit,อนุญาต,老师让我们做作业。| 请让一下。,ครูให้เราทำการบ้าน | กรุณาหลีกทางให้หน่อย,The teacher asked us to do homework. | Please make way.
423,2,肉,ròu,名,n.,คำนาม,meat; flesh,เนื้อ,我不吃猪肉。,ฉันไม่กินเนื้อหมู,I don't eat pork.
424,2,商场,shāngchǎng,名,n.,คำนาม,shopping mall; shopping center,ห้างสรรพสินค้า,我们去商场买东西。,เราไปห้างสรรพสินค้าซื้อของ,We go to the shopping mall to buy things.
425,2,上来,shànglái,动,v.,กริยา,to come up; to approach,ขึ้นมา,请上来坐。,กรุณาขึ้นมานั่ง,Please come up and sit.
426,2,上面,shàngmiàn,名,n.,คำนาม,on top of; above-mentioned,ข้างบน,书在桌子上面。,หนังสืออยู่บนโต๊ะ,The book is on top of the table.
427,2,上去,shàngqù,动,v.,กริยา,to go up,ขึ้นไป,他上去了。,เขาขึ้นไปแล้ว,He went up.
428,2,上网,shàngwǎng,动,v.,กริยา,to go online; to connect to the Internet,อินเทอร์เน็ต,我喜欢上网看新闻。,ฉันชอบเข้าอินเทอร์เน็ตดูข่าว,I like going online to read news.
429,2,生日,shēngrì,名,n.,คำนาม,birthday,วันเกิด,今天是我的生日。,วันนี้เป็นวันเกิดของฉัน,Today is my birthday.
430,2,身体,shēntǐ,名,n.,คำนาม,the body; one's health,ร่างกาย,你身体好吗？,ร่างกายของคุณแข็งแรงดีไหม?,How is your health?
431,2(6),时,shí,名、（量）,n. / meas.,คำนาม / (ลักษณนาม),o'clock; time,ชั่วโมง,他工作时很认真。| 现在是三时。,เขาทำงานอย่างจริงจัง | ตอนนี้สามชั่วโมง,He is very serious when working. | It is three o'clock now.
432,2,事情,shìqing,名,n.,คำนาม,affair; matter,เรื่อง / เรื่องราว,你有什么事情？,คุณมีเรื่องอะไร?,What is the matter?
433,2,手,shǒu,名,n.,คำนาม,hand; to hold,มือ,请举手！,กรุณายกมือ!,Please raise your hand!
434,2,手表,shǒubiǎo,名,n.,คำนาม,wrist watch,นาฬิกาข้อมือ,他戴了一块手表。,เขาสวมนาฬิกาข้อมือ,He is wearing a watch.
435,2,书包,shūbāo,名,n.,คำนาม,schoolbag; satchel,กระเป๋านักเรียน,我的书包很重。,กระเป๋านักเรียนของฉันหนักมาก,My school bag is very heavy.
436,2,舒服,shūfu,形,adj.,คำคุณศัพท์,comfortable; feeling well,สะดวกสบาย,这张椅子很舒服。,เก้าอี้ตัวนี้นั่งสบายมาก,This chair is very comfortable.
437,2,送,sòng,动,v.,กริยา,to deliver; to carry,ส่งมอบ,我送你回家。,ฉันส่งคุณกลับบ้าน,I will take you home.
438,2,虽然,suīrán,连,conj.,คำสันธาน,although; even though,แม้ว่า / ถึงแม้,虽然很累，但我还是去了。,แม้ว่าจะเหนื่อย แต่ฉันก็ยังไป,"Although I was tired, I still went."
439,2,所以,suǒyǐ,连,conj.,คำสันธาน,so; therefore,ดังนั้น / เลย,我生病了，所以没去上课。,ฉันป่วย ดังนั้นจึงไม่ไปเรียน,"I was sick, so I didn't go to class."
440,2(6),疼,téng,形、（动）,v. / adj.,คำคุณศัพท์ / (กริยา),hurts; sore,เจ็บปวด / ปวด,我的头很疼。,หัวของฉันปวดมาก,My head hurts a lot.
441,2,题,tí,名,n.,คำนาม,topic; problem for discussion,คำถาม,这道题很难。,โจทย์ข้อนี้ยากมาก,This question is very difficult.
442,2,踢,tī,动,v.,กริยา,to kick; to play,เตะ,他喜欢踢足球。,เขาชอบเตะฟุตบอล,He likes playing football.
443,2(5),条,tiáo,量、（名）,n. / meas.,ลักษณนาม / (คำนาม),strip; item,แถบ,我买了一条裤子。| 这条路很长。,ฉันซื้อกางเกงหนึ่งตัว | ถนนสายนี้ยาวมาก,I bought a pair of pants. | This road is very long.
444,2,跳舞,tiàowǔ,动,v.,กริยา,to dance,เต้นรำ,她跳舞跳得很好。,เธอเต้นรำได้ดีมาก,She dances very well.
445,2(3)(5),头,tóu,名、（量）、（形）,n./meas./adj.,คำนาม / (ลักษณนาม / คำคุณศัพท์),head; first,หัว / แรก,我头很疼。| 他是我们的头。,หัวของฉันปวดมาก | เขาเป็นหัวหน้าของเรา,My head hurts a lot. | He is our leader.
446,2,外国,wàiguó,名,n.,คำนาม,foreign country,ต่างประเทศ,他来自外国。,เขามาจากต่างประเทศ,He comes from a foreign country.
447,2,外面,wàimiàn,名,n.,คำนาม,outside; surface,ข้างนอก,外面在下雨。,ข้างนอกกำลังฝนตก,It is raining outside.
448,2,完,wán,动,v.,กริยา,to finish; to be over,เสร็จ / หมด,作业做完了吗？,การบ้านทำเสร็จแล้วหรือยัง?,Have you finished the homework?
449,2,万,wàn,数,num.,ตัวเลข,ten thousand; a great number,หมื่น,这辆车要十万块钱。,รถคันนี้ราคาหนึ่งแสนหยวน,This car costs one hundred thousand yuan.
450,2,忘,wàng,动,v.,กริยา,to forget; to overlook,ลืม,我忘了带钥匙。,ฉันลืมพากุญแจมา,I forgot to bring my keys.
451,2,往,wǎng,动、介,v. / prep.,กริยา / คำบุพบท,to go; to,ไปทาง / ไปยัง,请往左走。,กรุณาเดินไปทางซ้าย,Please walk to the left.
452,2,网上,wǎngshang,名,n.,คำนาม,online,ออนไลน์,我在网上买了一本书。,ฉันซื้อหนังสือออนไลน์,I bought a book online.
453,2,位,wèi,量,meas.,ลักษณนาม,position; location,(ลักษณนามสุภาพสำหรับคน),请问，这个位子有人吗？,ขอถามหน่อย ที่นั่งนี้มีคนนั่งไหม?,"Excuse me, is this seat taken?"
454,2,为什么,wèi shénme,-,-,-,why?; for what reason?,ทำไม,你为什么不来？,ทำไมคุณถึงไม่มา?,Why didn't you come?
455,2,洗,xǐ,动,v.,กริยา,to wash; to bathe,ล้าง,我去洗手。,ฉันไปล้างมือ,I am going to wash my hands.
456,2,下来,xiàlái,动,v.,กริยา,to come down,ลงมา,请从楼上下来。,กรุณาลงมาจากชั้นบน,Please come down from upstairs.
457,2,下面,xiàmiàn,名,n.,คำนาม,below; under,ภายใต้,桌子下面有一只猫。,ใต้โต๊ะมีแมวหนึ่งตัว,There is a cat under the table.
458,2,笑,xiào,动,v.,กริยา,laugh; smile,หัวเราะ,他笑了。,เขายิ้มแล้ว,He smiled.
459,2,小孩儿,xiǎoháir,名,n.,คำนาม,erhua variant of 小孩,เด็ก,这个小孩儿很可爱。,เด็กคนนี้น่ารักมาก,This child is very cute.
460,2,小时候,xiǎoshíhou,名,n.,คำนาม,in one's childhood,ตอนที่ฉันยังเป็นเด็ก,小时候我喜欢玩。,ตอนเด็กๆ ฉันชอบเล่น,"When I was a child, I liked to play."
461,2,下去,xiàqù,动,v.,กริยา,to go down; to descend,ลงไป,他下去了。,เขาลงไปแล้ว,He went down.
462,2,姓,xìng,名、动,n. / v.,คำนาม / กริยา,family name,นามสกุล,你姓什么？| 我姓王。,คุณนามสกุลอะไร? | ฉันนามสกุลหวัง,What is your surname? | My surname is Wang.
463,2,姓名,xìngmíng,名,n.,คำนาม,full name,ชื่อ,请写下你的姓名。,กรุณาเขียนชื่อของคุณ,Please write down your full name.
464,2,洗手间,xǐshǒujiān,名,n.,คำนาม,toilet; lavatory,ห้องน้ำ,洗手间在哪里？,ห้องน้ำอยู่ที่ไหน?,Where is the restroom?
465,2,希望,xīwàng,动,v.,กริยา,to wish for; to desire,หวัง,我希望你快乐。,ฉันหวังว่าคุณจะมีความสุข,I hope you are happy.
466,2,眼睛,yǎnjing,名,n.,คำนาม,eye,ดวงตา,她的眼睛很大。,ดวงตาของเธอโตมาก,Her eyes are very big.
467,2,颜色,yánsè,名,n.,คำนาม,color; countenance,สี,你喜欢什么颜色？,คุณชอบสีอะไร?,What color do you like?
468,2,药,yào,名,n.,คำนาม,medicine; drug,ยา,医生给我开了药。,หมอสั่งยาให้ฉัน,The doctor prescribed medicine for me.
469,2,药店,yàodiàn,名,n.,คำนาม,pharmacy,ร้านขายยา,我去药店买药。,ฉันไปร้านขายยาซื้อยา,I go to the pharmacy to buy medicine.
470,2,爷爷,yéye,名,n.,คำนาม,father's father; paternal grandfather,คุณปู่,我爷爷今年八十岁。,คุณปู่ของฉันอายุแปดสิบปีปีนี้,My grandfather is eighty years old this year.
471,2(3),一会儿,yíhuìr,数量、（副）,adv.,ตัวเลข/ลักษณนาม / (คำวิเศษณ์),a moment; a while,สักครู่ / ชั่วครู่,请等一会儿。,กรุณารอสักครู่,Please wait a moment.
472,2,已经,yǐjīng,副,adv.,คำวิเศษณ์,already,แล้ว / เรียบร้อยแล้ว,他已经走了。,เขาไปแล้ว,He has already left.
473,2,阴,yīn,形,adj.,คำคุณศัพท์,overcast; cloudy,ท้องฟ้าครึ้ม / มีเมฆ,今天天气阴，可能要下雨。,วันนี้ท้องฟ้าครึ้ม อาจจะฝนตก,"The sky is overcast today, it might rain."
474,2,因为,yīnwèi,介、连,conj.,คำบุพบท / คำสันธาน,because,เพราะ,因为下雨，我没去。,เพราะฝนตก ฉันจึงไม่ไป,"Because it rained, I didn't go."
475,2,一起,yìqǐ,副,adv.,คำวิเศษณ์,in the same place; together,ด้วยกัน,我们一起去吧。,เราไปด้วยกันเถอะ,Let's go together.
476,2,意思,yìsi,名,n.,คำนาม,idea; opinion,หมายถึง,这个词是什么意思？,คำนี้แปลว่าอะไร?,What does this word mean?
477,2,游,yóu,动,v.,กริยา,to swim,ว่ายน้ำ,我喜欢游泳。,ฉันชอบว่ายน้ำ,I like swimming.
478,2,右,yòu,名,n.,คำนาม,right; the Right,ขวา,请往右走。,กรุณาเดินไปทางขวา,Please walk to the right.
479,2,有意思,yǒu yìsi,-,-,-,interesting; meaningful,น่าสนใจ,这本书很有意思。,หนังสือเล่มนี้น่าสนใจมาก,This book is very interesting.
480,2,右边,yòubian,名,n.,คำนาม,"right side; right, to the right",ขวา,银行在右边。,ธนาคารอยู่ทางขวา,The bank is on the right side.
481,2,有时（候）,yǒushí(hou),副,adv.,คำวิเศษณ์,sometimes,บางครั้ง,我有时候去图书馆。,บางครั้งฉันไปห้องสมุด,Sometimes I go to the library.
482,2,游泳,yóuyǒng,动,v.,กริยา,swimming; to swim,ว่ายน้ำ,我每周游泳两次。,ฉันว่ายน้ำสองครั้งต่อสัปดาห์,I swim twice a week.
483,2,鱼,yú,名,n.,คำนาม,fish,ปลา,我喜欢吃鱼。,ฉันชอบกินปลา,I like eating fish.
484,2,远,yuǎn,形,adj.,คำคุณศัพท์,far; distant,ไกล,学校离我家很远。,โรงเรียนอยู่ไกลจากบ้านฉันมาก,The school is very far from my home.
485,2,运动,yùndòng,动、名,n. / v.,กริยา / คำนาม,to move; to exercise,กีฬา,我喜欢运动。| 他每天做运动。,ฉันชอบออกกำลังกาย | เขาออกกำลังกายทุกวัน,I like sports. | He exercises every day.
486,2,站1,zhàn,名,n.,คำนาม,station; stop,สถานี,我在车站等你。,ฉันรอคุณอยู่ที่สถานี,I am waiting for you at the station.
487,2,丈夫,zhàngfu,名,n.,คำนาม,husband,สามี,她的丈夫是工程师。,สามีของเธอเป็นวิศวกร,Her husband is an engineer.
488,2,着,zhe,助,part.,อนุภาค (คำช่วยทางไวยากรณ์),particle (ongoing action),(อนุภาคแสดงการกระทำที่ดำเนินอยู่),他站着看书。,เขายืนอ่านหนังสือ,He is standing and reading.
489,2,这么,zhème,代,pron.,คำสรรพนาม,so much; this much,ดังนั้น,你怎么这么晚来？,ทำไมคุณถึงมาสายขนาดนี้?,Why did you come so late?
490,2(5),正,zhèng,副、（形）,adj. / adv.,คำวิเศษณ์ / (คำคุณศัพท์),just; right; straight; upright,กำลัง / พอดี / ตรง,他正在学习。| 这个答案是正确的。,เขากำลังเรียนอยู่ | คำตอบนี้ถูกต้อง,He is studying. | This answer is correct.
491,2,这样,zhèyàng,代,pron.,คำสรรพนาม,this kind of; so,ดังนั้น,不要这样做。,อย่าทำแบบนี้,Don't do it this way.
492,2(6),周,zhōu,名、（量）,n. / meas.,คำนาม / (ลักษณนาม),week; Zhou (dynasty),สัปดาห์,一周有七天。,หนึ่งสัปดาห์มีเจ็ดวัน,There are seven days in a week.
493,2,准备,zhǔnbèi,动,v.,กริยา,preparation; to prepare,เตรียมตัว,我在准备考试。,ฉันกำลังเตรียมตัวสอบ,I am preparing for the exam.
494,2,自己,zìjǐ,代,pron.,คำสรรพนาม,oneself; one's own,ตัวเอง / ของตัวเอง,你要相信自己。,คุณต้องเชื่อมั่นในตัวเอง,You must believe in yourself.
495,2,走,zǒu,动,v.,กริยา,to walk; to go,เดิน,我们走路去学校。,เราเดินไปโรงเรียน,We walk to school.
496,2,走路,zǒulù,动,v.,กริยา,to walk; to go on foot,เดิน,我喜欢走路上班。,ฉันชอบเดินไปทำงาน,I like walking to work.
497,2,最,zuì,副,adv.,คำวิเศษณ์,most; the most,ที่สุด,他是班里最高的。,เขาสูงที่สุดในชั้น,He is the tallest in the class.
498,2,左,zuǒ,名,n.,คำนาม,left; the Left,ซ้าย,请往左走。,กรุณาเดินไปทางซ้าย,Please walk to the left.
499,2,左边,zuǒbian,名,n.,คำนาม,left; the left side,ซ้าย,银行在左边。,ธนาคารอยู่ทางซ้าย,The bank is on the left side.
500,2,足球,zúqiú,名,n.,คำนาม,soccer ball; a football,ฟุตบอล,他喜欢踢足球。,เขาชอบเตะฟุตบอล,He likes playing football.
501,3,矮,ǎi,形,adj.,คำคุณศัพท์,low; short,สั้น,这个很矮。,อันนี้สั้นมาก,This is very low.
502,3,爱人,àiren,名,n.,คำนาม,spouse; lover,คู่สมรส,这是爱人。,นี่คือคู่สมรส,This is spouse.
503,3,安静,ānjìng,形,adj.,คำคุณศัพท์,quiet; peaceful,เงียบ,这个很安静。,อันนี้เงียบมาก,This is very quiet.
504,3,安全,ānquán,形,adj.,คำคุณศัพท์,safe; secure,ความปลอดภัย,这个很安全。,อันนี้ความปลอดภัยมาก,This is very safe.
505,3,阿姨,āyí,名,n.,คำนาม,maternal aunt; step-mother,ป้า,这是阿姨。,นี่คือป้า,This is maternal aunt.
506,3,把,bǎ,量、介,meas. / prep.,ลักษณนาม / คำบุพบท,to hold; to contain,(บุพบทนำกรรมมาก่อนกริยา) / จับ,请给我一把。,กรุณาให้ฉันหนึ่ง(บุพบทนำกรรมมาก่อนกริยา),Please give me one to hold.
507,3,办,bàn,动,v.,กริยา,to do; to manage,จัดการ,他办了。,เขาจัดการแล้ว,He dos.
508,3,搬,bān,动,v.,กริยา,to move; to carry; to relocate,เคลื่อนไหว,他搬了。,เขาเคลื่อนไหวแล้ว,He moves.
509,3,办法,bànfǎ,名,n.,คำนาม,means; method,ทาง,这是办法。,นี่คือทาง,This is means.
510,3,办公室,bàngōngshì,名,n.,คำนาม,office; business premises,สำนักงาน,这是办公室。,นี่คือสำนักงาน,This is office.
511,3,帮助,bāngzhù,动,v.,กริยา,assistance; aid,ช่วย,他帮助了。,เขาช่วยแล้ว,He assistance.
512,3,班级,bānjí,名,n.,คำนาม,class; grade,ชั้นเรียน,这是班级。,นี่คือชั้นเรียน,This is class.
513,3,搬家,bānjiā,动,v.,กริยา,to move house,ย้ายบ้าน,他搬家了。,เขาย้ายบ้านแล้ว,He move house.
514,3,半天,bàntiān,数量,num. / meas.,ตัวเลข/ลักษณนาม,half of the day; a long time,เป็นเวลานาน,请给我一半天。,กรุณาให้ฉันหนึ่งเป็นเวลานาน,Please give me one half of the day.
515,3,饱,bǎo,形,adj.,คำคุณศัพท์,to eat till full; satisfied,เต็ม,这个很饱。,อันนี้เต็มมาก,This is very to eat till full.
516,3,报纸,bàozhǐ,名,n.,คำนาม,newspaper; newsprint,หนังสือพิมพ์,这是报纸。,นี่คือหนังสือพิมพ์,This is newspaper.
517,3,被,bèi,介,prep.,คำบุพบท,quilt; by,โดย (passive marker) / ผ้าห่ม,他被北京来。,เขามาโดย (passive marker)ปักกิ่ง,He comes quilt Beijing.
518,3,北,běi,名,n.,คำนาม,north; to be defeated,ทิศเหนือ,这是北。,นี่คือทิศเหนือ,This is north.
519,3,北方,běifāng,名,n.,คำนาม,north; the northern part a country,ทิศเหนือ,这是北方。,นี่คือทิศเหนือ,This is north.
520,3,变,biàn,动,v.,กริยา,to change; to become different,เปลี่ยน,他变了。,เขาเปลี่ยนแล้ว,He changes.
521,3,遍,biàn,量,meas.,ลักษณนาม,everywhere; all over,ทั่วทั้ง,请给我一遍。,กรุณาให้ฉันหนึ่งทั่วทั้ง,Please give me one everywhere.
522,3,变成,biànchéng,动,v.,กริยา,to change into; to turn into,กลายเป็น,他变成了。,เขากลายเป็นแล้ว,He change into.
523,3,变化,biànhuà,动、名,n. / v.,กริยา / คำนาม,change; variation,เปลี่ยน,他变化了。,เขาเปลี่ยนแล้ว,He change.
524,3,表演,biǎoyǎn,动,v.,กริยา,play; show,แสดง / การแสดง,他表演了。,เขาแสดงแล้ว,He play.
525,3,别的,biéde,代,pron.,คำสรรพนาม,else; other,อื่น,别的是谁？,อื่น คือใคร?,Who is ?
526,3,别人,biérén,代,pron.,คำสรรพนาม,other people; others,คนอื่นๆ,别人是谁？,คนอื่นๆ คือใคร?,Who is ?
527,3,笔记,bǐjì,名,n.,คำนาม,notes; notebook,บันทึก / สมุดจด,这是笔记。,นี่คือบันทึก,This is notes.
528,3,比较,bǐjiào,动、介、副,adv.,กริยา / คำบุพบท / คำวิเศษณ์,relatively; comparatively,ค่อนข้าง / เปรียบเทียบ,他比较努力学习。,เขาค่อนข้างตั้งใจเรียน,He relativelys.
529,3,笔记本,bǐjìběn,名,n.,คำนาม,notebook,สมุดบันทึก,这是笔记本。,นี่คือสมุดบันทึก,This is notebook.
530,3(5),冰,bīng,名、（动）,n. / v.,คำนาม / (กริยา),ice,น้ำแข็ง,他冰了。,เขาน้ำแข็งแล้ว,He ice.
531,3,冰激凌,bīngjīlíng,名,n.,คำนาม,ice cream,ไอศครีม,这是冰激凌。,นี่คือไอศครีม,This is ice cream.
532,3,病人,bìngrén,名,n.,คำนาม,sick person; patient,คนไข้ / ผู้ป่วย,这是病人。,นี่คือคนไข้,This is sick person.
533,3,宾馆,bīnguǎn,名,n.,คำนาม,guesthouse; lodge,โรงแรม,这是宾馆。,นี่คือโรงแรม,This is guesthouse.
534,3,冰箱,bīngxiāng,名,n.,คำนาม,icebox; freezer cabinet,ตู้เย็น,这是冰箱。,นี่คือตู้เย็น,This is icebox.
535,3,比如,bǐrú,动,v.,กริยา,for example; for instance,ตัวอย่างเช่น,他比如了。,เขาตัวอย่างเช่นแล้ว,He for example.
536,3,比赛,bǐsài,动、名,n. / v.,กริยา / คำนาม,competition; match,การแข่งขัน,他比赛了。,เขาการแข่งขันแล้ว,He competition.
537,3,必须,bìxū,副,adv.,กริยาช่วย (modal verb),must; have to,ต้อง / จำเป็น,他必须努力学习。,เขาต้องตั้งใจเรียน,He musts.
538,3,不同,bù tóng,-,-,-,different; distinct,แตกต่าง,这是不同。,นี่คือแตกต่าง,This is different.
